id,old_ward_name,old_province,old_district,old_ward_norm,old_province_norm,new_ward_id,new_ward_code,new_ward_name,new_province,new_province_short,confidence,source,created_at
1,Phường 12,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_12,thanh_pho_ho_chi_minh,2685,26882,Phường An Hội Tây,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:05.257908+00
2,Phường 14,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_14,thanh_pho_ho_chi_minh,2685,26882,Phường An Hội Tây,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:05.257908+00
3,Phường 15,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_15,thanh_pho_ho_chi_minh,2684,26878,Phường An Hội Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
4,Phường 16,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_16,thanh_pho_ho_chi_minh,2684,26878,Phường An Hội Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
5,Phường An Lạc,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_an_lac,thanh_pho_ho_chi_minh,2738,27460,Phường An Lạc,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
6,Phường An Lạc A,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_an_lac_a,thanh_pho_ho_chi_minh,2738,27460,Phường An Lạc,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
7,Phường Bình Trị Đông B,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_binh_tri_dong_b,thanh_pho_ho_chi_minh,2738,27460,Phường An Lạc,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
8,Phường 5,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_5,thanh_pho_ho_chi_minh,2683,26876,Phường An Nhơn,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
9,Phường 6,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_6,thanh_pho_ho_chi_minh,2683,26876,Phường An Nhơn,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
10,Phường 10,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_10,thanh_pho_ho_chi_minh,2696,26983,Phường Bảy Hiền,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
11,Phường 11,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_11,thanh_pho_ho_chi_minh,2696,26983,Phường Bảy Hiền,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
12,Phường 12,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_12,thanh_pho_ho_chi_minh,2696,26983,Phường Bảy Hiền,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
13,Phường Bình Hưng Hòa,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_binh_hung_hoa,thanh_pho_ho_chi_minh,2734,27439,Phường Bình Hưng Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
14,Phường Bình Hưng Hoà A,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_binh_hung_hoa_a,thanh_pho_ho_chi_minh,2734,27439,Phường Bình Hưng Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
15,Phường Bình Trị Đông,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_binh_tri_dong,thanh_pho_ho_chi_minh,2736,27448,Phường Bình Trị Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
16,Phường Bình Trị Đông A,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_binh_tri_dong_a,thanh_pho_ho_chi_minh,2736,27448,Phường Bình Trị Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
17,Phường Bình Hưng Hoà B,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_binh_hung_hoa_b,thanh_pho_ho_chi_minh,2735,27442,Phường Bình Tân,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
18,Phường 10,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_10,thanh_pho_ho_chi_minh,2686,26884,Phường Gò Vấp,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
19,Phường 17,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_17,thanh_pho_ho_chi_minh,2686,26884,Phường Gò Vấp,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
20,Phường 1,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_1,thanh_pho_ho_chi_minh,2687,26890,Phường Hạnh Thông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
21,Phường 3,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_3,thanh_pho_ho_chi_minh,2687,26890,Phường Hạnh Thông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
22,Phường Ninh Giang,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,phuong_ninh_giang,tinh_khanh_hoa,2117,22591,Phường Hòa Thắng,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
23,Phường Ninh Hà,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,phuong_ninh_ha,tinh_khanh_hoa,2117,22591,Phường Hòa Thắng,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
24,Xã Ninh Phú,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,xa_ninh_phu,tinh_khanh_hoa,2117,22591,Phường Hòa Thắng,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
25,Phường 8,Thành phố Hồ Chí Minh,Quận 4,phuong_8,thanh_pho_ho_chi_minh,2722,27265,Phường Khánh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
26,Phường 9,Thành phố Hồ Chí Minh,Quận 4,phuong_9,thanh_pho_ho_chi_minh,2722,27265,Phường Khánh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
27,Phường 15,Thành phố Hồ Chí Minh,Quận 4,phuong_15,thanh_pho_ho_chi_minh,2722,27265,Phường Khánh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
28,Phường 1,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,phuong_1,tinh_vinh_long,2973,29551,Phường Long Châu,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
29,Phường 9,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,phuong_9,tinh_vinh_long,2973,29551,Phường Long Châu,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
30,Phường Trường An,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,phuong_truong_an,tinh_vinh_long,2973,29551,Phường Long Châu,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
31,Phường 3,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,phuong_3,tinh_vinh_long,2974,29557,Phường Phước Hậu,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
32,Phường 4,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,phuong_4,tinh_vinh_long,2974,29557,Phường Phước Hậu,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
33,Xã Phước Hậu,Tỉnh Vĩnh Long,Huyện Long Hồ,xa_phuoc_hau,tinh_vinh_long,2974,29557,Phường Phước Hậu,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
34,Phường 5,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,phuong_5,tinh_vinh_long,2977,29590,Phường Thanh Đức,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
35,Xã Thanh Đức,Tỉnh Vĩnh Long,Huyện Long Hồ,xa_thanh_duc,tinh_vinh_long,2977,29590,Phường Thanh Đức,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
36,Phường 8,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_8,thanh_pho_ho_chi_minh,2688,26898,Phường Thông Tây Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
37,Phường 11,Thành phố Hồ Chí Minh,Quận Gò Vấp,phuong_11,thanh_pho_ho_chi_minh,2688,26898,Phường Thông Tây Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
38,Phường 13,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_13,thanh_pho_ho_chi_minh,2698,27004,Phường Tân Bình,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
39,Phường 14,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_14,thanh_pho_ho_chi_minh,2698,27004,Phường Tân Bình,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
40,Phường 6,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_6,thanh_pho_ho_chi_minh,2697,26995,Phường Tân Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
41,Phường 8,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_8,thanh_pho_ho_chi_minh,2697,26995,Phường Tân Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
42,Phường 9,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_9,thanh_pho_ho_chi_minh,2697,26995,Phường Tân Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
43,Phường 15,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_15,thanh_pho_ho_chi_minh,2699,27007,Phường Tân Sơn,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
44,Phường 1,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_1,thanh_pho_ho_chi_minh,2695,26977,Phường Tân Sơn Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
45,Phường 2,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_2,thanh_pho_ho_chi_minh,2695,26977,Phường Tân Sơn Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
46,Phường 3,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_3,thanh_pho_ho_chi_minh,2695,26977,Phường Tân Sơn Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
47,Phường 4,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_4,thanh_pho_ho_chi_minh,2694,26968,Phường Tân Sơn Nhất,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
48,Phường 5,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_5,thanh_pho_ho_chi_minh,2694,26968,Phường Tân Sơn Nhất,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
49,Phường 7,Thành phố Hồ Chí Minh,Quận Tân Bình,phuong_7,thanh_pho_ho_chi_minh,2694,26968,Phường Tân Sơn Nhất,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
50,Phường Tân Tạo A,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_tan_tao_a,thanh_pho_ho_chi_minh,2737,27457,Phường Tân Tạo,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
51,Phường Tân Tạo,Thành phố Hồ Chí Minh,Quận Bình Tân,phuong_tan_tao,thanh_pho_ho_chi_minh,2737,27457,Phường Tân Tạo,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
52,Phường 1,Thành phố Hồ Chí Minh,Quận 4,phuong_1,thanh_pho_ho_chi_minh,2723,27286,Phường Vĩnh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
53,Phường 3,Thành phố Hồ Chí Minh,Quận 4,phuong_3,thanh_pho_ho_chi_minh,2723,27286,Phường Vĩnh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
54,Phường 2,Thành phố Hồ Chí Minh,Quận 4,phuong_2,thanh_pho_ho_chi_minh,2723,27286,Phường Vĩnh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
55,Phường 4,Thành phố Hồ Chí Minh,Quận 4,phuong_4,thanh_pho_ho_chi_minh,2723,27286,Phường Vĩnh Hội,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
56,Phường 13,Thành phố Hồ Chí Minh,Quận 4,phuong_13,thanh_pho_ho_chi_minh,2721,27259,Phường Xóm Chiếu,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
57,Phường 16,Thành phố Hồ Chí Minh,Quận 4,phuong_16,thanh_pho_ho_chi_minh,2721,27259,Phường Xóm Chiếu,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
58,Phường 18,Thành phố Hồ Chí Minh,Quận 4,phuong_18,thanh_pho_ho_chi_minh,2721,27259,Phường Xóm Chiếu,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
59,Phường Ninh Diêm,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,phuong_ninh_diem,tinh_khanh_hoa,2115,22561,Phường Đông Ninh Hòa,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
60,Phường Ninh Hải,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,phuong_ninh_hai,tinh_khanh_hoa,2115,22561,Phường Đông Ninh Hòa,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
61,Phường Ninh Thủy,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,phuong_ninh_thuy,tinh_khanh_hoa,2115,22561,Phường Đông Ninh Hòa,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
62,Xã Ninh Phước,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,xa_ninh_phuoc,tinh_khanh_hoa,2115,22561,Phường Đông Ninh Hòa,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
63,Phường Lộc Phát,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,phuong_loc_phat,tinh_lam_dong,2422,24823,Phường 1 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
64,Phường 1,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,phuong_1,tinh_lam_dong,2422,24823,Phường 1 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
65,Xã Lộc Thanh,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,xa_loc_thanh,tinh_lam_dong,2422,24823,Phường 1 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
66,Phường 2,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,phuong_2,tinh_lam_dong,2421,24820,Phường 2 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
67,Xã Đạm Bri,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,xa_dam_bri,tinh_lam_dong,2421,24820,Phường 2 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
68,Xã Lộc Tân,Tỉnh Lâm Đồng,Huyện Bảo Lâm,xa_loc_tan,tinh_lam_dong,2421,24820,Phường 2 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
69,Phường Lộc Tiến,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,phuong_loc_tien,tinh_lam_dong,2424,24841,Phường 3 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
70,Xã Lộc Châu,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,xa_loc_chau,tinh_lam_dong,2424,24841,Phường 3 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
71,Xã Đại Lào,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,xa_dai_lao,tinh_lam_dong,2424,24841,Phường 3 Bảo Lộc,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
72,Phường An Dương,Thành phố Hải Phòng,Quận Lê Chân,phuong_an_duong,thanh_pho_hai_phong,1090,11407,Phường An Biên,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
73,Phường Vĩnh Niệm,Thành phố Hải Phòng,Quận Lê Chân,phuong_vinh_niem,thanh_pho_hai_phong,1090,11407,Phường An Biên,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
74,Phường An Lộc,Tỉnh Đồng Tháp,Thành phố Hồng Ngự,phuong_an_loc,tinh_dong_thap,3016,29954,Phường An Bình,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
75,Phường An Bình A,Tỉnh Đồng Tháp,Thành phố Hồng Ngự,phuong_an_binh_a,tinh_dong_thap,3016,29954,Phường An Bình,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
76,Phường An Bình B,Tỉnh Đồng Tháp,Thành phố Hồng Ngự,phuong_an_binh_b,tinh_dong_thap,3016,29954,Phường An Bình,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
77,Phường An Bình,Tỉnh Gia Lai,Thị xã An Khê,phuong_an_binh,tinh_gia_lai,2251,23614,Phường An Bình,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
78,Xã Tân An,Tỉnh Gia Lai,Huyện Đăk Pơ,xa_tan_an,tinh_gia_lai,2251,23614,Phường An Bình,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
79,Xã Cư An,Tỉnh Gia Lai,Huyện Đăk Pơ,xa_cu_an,tinh_gia_lai,2251,23614,Phường An Bình,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
80,Phường An Bình,Thành phố Cần Thơ,Quận Ninh Kiều,phuong_an_binh,thanh_pho_can_tho,3158,31150,Phường An Bình,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
81,Xã Mỹ Khánh,Thành phố Cần Thơ,Huyện Phong Điền,xa_my_khanh,thanh_pho_can_tho,3158,31150,Phường An Bình,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
82,Phường An Đông,Thành phố Huế,Quận Thuận Hóa,phuong_an_dong,thanh_pho_hue,1818,19815,Phường An Cựu,Thành phố Huế,Huế,,official,2026-03-31 18:03:24.755263+00
83,Phường An Cựu,Thành phố Huế,Quận Thuận Hóa,phuong_an_cuu,thanh_pho_hue,1818,19815,Phường An Cựu,Thành phố Huế,Huế,,official,2026-03-31 18:03:24.755263+00
84,Phường An Tây,Thành phố Huế,Quận Thuận Hóa,phuong_an_tay,thanh_pho_hue,1818,19815,Phường An Cựu,Thành phố Huế,Huế,,official,2026-03-31 18:03:24.755263+00
85,Phường Nam Sơn,Thành phố Hải Phòng,Quận An Dương,phuong_nam_son,thanh_pho_hai_phong,1104,11581,Phường An Dương,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
86,Phường An Hải,Thành phố Hải Phòng,Quận An Dương,phuong_an_hai,thanh_pho_hai_phong,1104,11581,Phường An Dương,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
87,Phường Lê Lợi,Thành phố Hải Phòng,Quận An Dương,phuong_le_loi,thanh_pho_hai_phong,1104,11581,Phường An Dương,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
88,Phường Tân Tiến,Thành phố Hải Phòng,Quận An Dương,phuong_tan_tien,thanh_pho_hai_phong,1104,11581,Phường An Dương,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
89,Phường Phước Mỹ,Thành phố Đà Nẵng,Quận Sơn Trà,phuong_phuoc_my,thanh_pho_da_nang,1860,20275,Phường An Hải,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
90,Phường An Hải Bắc,Thành phố Đà Nẵng,Quận Sơn Trà,phuong_an_hai_bac,thanh_pho_da_nang,1860,20275,Phường An Hải,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
91,Phường An Hải Nam,Thành phố Đà Nẵng,Quận Sơn Trà,phuong_an_hai_nam,thanh_pho_da_nang,1860,20275,Phường An Hải,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
92,Phường An Đồng,Thành phố Hải Phòng,Quận An Dương,phuong_an_dong,thanh_pho_hai_phong,1107,11617,Phường An Hải,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
93,Phường Hồng Thái,Thành phố Hải Phòng,Quận An Dương,phuong_hong_thai,thanh_pho_hai_phong,1107,11617,Phường An Hải,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
94,Phường Đồng Thái,Thành phố Hải Phòng,Quận An Dương,phuong_dong_thai,thanh_pho_hai_phong,1107,11617,Phường An Hải,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
95,Phường An Hội,Tỉnh Bến Tre,Thành phố Bến Tre,phuong_an_hoi,tinh_ben_tre,2885,28777,Phường An Hội,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
96,Xã Mỹ Thạnh An,Tỉnh Bến Tre,Thành phố Bến Tre,xa_my_thanh_an,tinh_ben_tre,2885,28777,Phường An Hội,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
97,Xã Phú Nhuận,Tỉnh Bến Tre,Thành phố Bến Tre,xa_phu_nhuan,tinh_ben_tre,2885,28777,Phường An Hội,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
98,Xã Sơn Phú,Tỉnh Bến Tre,Huyện Giồng Trôm,xa_son_phu,tinh_ben_tre,2885,28777,Phường An Hội,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
99,Phường An Khánh,Thành phố Hồ Chí Minh,Thành phố Thủ Đức,phuong_an_khanh,thanh_pho_ho_chi_minh,2708,27094,Phường An Khánh,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
100,Phường An Lợi Đông,Thành phố Hồ Chí Minh,Thành phố Thủ Đức,phuong_an_loi_dong,thanh_pho_ho_chi_minh,2708,27094,Phường An Khánh,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
101,Phường Thảo Điền,Thành phố Hồ Chí Minh,Thành phố Thủ Đức,phuong_thao_dien,thanh_pho_ho_chi_minh,2708,27094,Phường An Khánh,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
102,Phường Thủ Thiêm,Thành phố Hồ Chí Minh,Thành phố Thủ Đức,phuong_thu_thiem,thanh_pho_ho_chi_minh,2708,27094,Phường An Khánh,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
103,Phường Tây Sơn,Tỉnh Gia Lai,Thị xã An Khê,phuong_tay_son,tinh_gia_lai,2252,23617,Phường An Khê,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
104,Phường An Phú,Tỉnh Gia Lai,Thị xã An Khê,phuong_an_phu,tinh_gia_lai,2252,23617,Phường An Khê,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
105,Phường Ngô Mây,Tỉnh Gia Lai,Thị xã An Khê,phuong_ngo_may,tinh_gia_lai,2252,23617,Phường An Khê,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
106,Phường An Phước,Tỉnh Gia Lai,Thị xã An Khê,phuong_an_phuoc,tinh_gia_lai,2252,23617,Phường An Khê,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
107,Phường An Tân,Tỉnh Gia Lai,Thị xã An Khê,phuong_an_tan,tinh_gia_lai,2252,23617,Phường An Khê,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
108,Xã Thành An,Tỉnh Gia Lai,Thị xã An Khê,xa_thanh_an,tinh_gia_lai,2252,23617,Phường An Khê,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
109,Phường An Khê,Thành phố Đà Nẵng,Quận Thanh Khê,phuong_an_khe,thanh_pho_da_nang,1862,20305,Phường An Khê,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
110,Phường Hòa An,Thành phố Đà Nẵng,Quận Cẩm Lệ,phuong_hoa_an,thanh_pho_da_nang,1862,20305,Phường An Khê,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
111,Phường Hòa Phát,Thành phố Đà Nẵng,Quận Cẩm Lệ,phuong_hoa_phat,thanh_pho_da_nang,1862,20305,Phường An Khê,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
112,Phường Phú Thịnh,Tỉnh Bình Phước,Thị xã Bình Long,phuong_phu_thinh,tinh_binh_phuoc,2490,25333,Phường An Lộc,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
113,Xã Thanh Phú,Tỉnh Bình Phước,Thị xã Bình Long,xa_thanh_phu,tinh_binh_phuoc,2490,25333,Phường An Lộc,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
114,Xã Thanh Lương,Tỉnh Bình Phước,Thị xã Bình Long,xa_thanh_luong,tinh_binh_phuoc,2490,25333,Phường An Lộc,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
115,Phường Đập Đá,Tỉnh Bình Định,Thị xã An Nhơn,phuong_dap_da,tinh_binh_dinh,2048,21910,Phường An Nhơn,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
116,Xã Nhơn Mỹ,Tỉnh Bình Định,Thị xã An Nhơn,xa_nhon_my,tinh_binh_dinh,2048,21910,Phường An Nhơn,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
117,Xã Nhơn Hậu,Tỉnh Bình Định,Thị xã An Nhơn,xa_nhon_hau,tinh_binh_dinh,2048,21910,Phường An Nhơn,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
