id,old_ward_name,old_province,old_district,old_ward_norm,old_province_norm,new_ward_id,new_ward_code,new_ward_name,new_province,new_province_short,confidence,source,created_at
1031,Phường Yên Thọ,Tỉnh Quảng Ninh,Thành phố Đông Triều,phuong_yen_tho,tinh_quang_ninh,745,07069,Phường Mạo Khê,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
1032,Xã Chiềng Hắc,Tỉnh Sơn La,Thị xã Mộc Châu,xa_chieng_hac,tinh_son_la,448,03980,Phường Mộc Châu,Sơn La,Sơn La,,official,2026-03-31 18:03:24.755263+00
1033,Phường Mộc Lỵ,Tỉnh Sơn La,Thị xã Mộc Châu,phuong_moc_ly,tinh_son_la,448,03980,Phường Mộc Châu,Sơn La,Sơn La,,official,2026-03-31 18:03:24.755263+00
1034,Phường Mường Sang,Tỉnh Sơn La,Thị xã Mộc Châu,phuong_muong_sang,tinh_son_la,448,03980,Phường Mộc Châu,Sơn La,Sơn La,,official,2026-03-31 18:03:24.755263+00
1035,Phường Mộc Sơn,Tỉnh Sơn La,Thị xã Mộc Châu,phuong_moc_son,tinh_son_la,447,03979,Phường Mộc Sơn,Sơn La,Sơn La,,official,2026-03-31 18:03:24.755263+00
1036,Phường Đông Sang,Tỉnh Sơn La,Thị xã Mộc Châu,phuong_dong_sang,tinh_son_la,447,03979,Phường Mộc Sơn,Sơn La,Sơn La,,official,2026-03-31 18:03:24.755263+00
1037,Phường Bần Yên Nhân,Tỉnh Hưng Yên,Thị xã Mỹ Hào,phuong_ban_yen_nhan,tinh_hung_yen,1151,12103,Phường Mỹ Hào,Hưng Yên,Hưng Yên,,official,2026-03-31 18:03:24.755263+00
1038,Phường Nhân Hòa,Tỉnh Hưng Yên,Thị xã Mỹ Hào,phuong_nhan_hoa,tinh_hung_yen,1151,12103,Phường Mỹ Hào,Hưng Yên,Hưng Yên,,official,2026-03-31 18:03:24.755263+00
1039,Phường Phan Đình Phùng,Tỉnh Hưng Yên,Thị xã Mỹ Hào,phuong_phan_dinh_phung,tinh_hung_yen,1151,12103,Phường Mỹ Hào,Hưng Yên,Hưng Yên,,official,2026-03-31 18:03:24.755263+00
1040,Xã Cẩm Xá,Tỉnh Hưng Yên,Thị xã Mỹ Hào,xa_cam_xa,tinh_hung_yen,1151,12103,Phường Mỹ Hào,Hưng Yên,Hưng Yên,,official,2026-03-31 18:03:24.755263+00
1041,Phường Mỹ Lâm,Tỉnh Tuyên Quang,Thành phố Tuyên Quang,phuong_my_lam,tinh_tuyen_quang,265,02509,Phường Mỹ Lâm,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
1042,Xã Kim Phú,Tỉnh Tuyên Quang,Thành phố Tuyên Quang,xa_kim_phu,tinh_tuyen_quang,265,02509,Phường Mỹ Lâm,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
1043,Xã Mỹ Bằng,Tỉnh Tuyên Quang,Huyện Yên Sơn,xa_my_bang,tinh_tuyen_quang,265,02509,Phường Mỹ Lâm,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
1044,Xã Mỹ Thuận,Tỉnh Nam Định,Thành phố Nam Định,xa_my_thuan,tinh_nam_dinh,1277,13708,Phường Mỹ Lộc,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1045,Xã Mỹ Lộc,Tỉnh Nam Định,Thành phố Nam Định,xa_my_loc,tinh_nam_dinh,1277,13708,Phường Mỹ Lộc,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1046,Phường Hưng Lộc,Tỉnh Nam Định,Thành phố Nam Định,phuong_hung_loc,tinh_nam_dinh,1277,13708,Phường Mỹ Lộc,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1047,Phường Mỹ Ngãi,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,phuong_my_ngai,tinh_dong_thap,3009,29884,Phường Mỹ Ngãi,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1048,Xã Mỹ Tân,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,xa_my_tan,tinh_dong_thap,3009,29884,Phường Mỹ Ngãi,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1049,Xã Tân Nghĩa,Tỉnh Đồng Tháp,Huyện Cao Lãnh,xa_tan_nghia,tinh_dong_thap,3009,29884,Phường Mỹ Ngãi,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1050,Phường 9,Tỉnh Tiền Giang,Thành phố Mỹ Tho,phuong_9,tinh_tien_giang,2830,28273,Phường Mỹ Phong,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1051,Xã Mỹ Phong,Tỉnh Tiền Giang,Thành phố Mỹ Tho,xa_my_phong,tinh_tien_giang,2830,28273,Phường Mỹ Phong,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1052,Xã Tân Mỹ Chánh,Tỉnh Tiền Giang,Thành phố Mỹ Tho,xa_tan_my_chanh,tinh_tien_giang,2830,28273,Phường Mỹ Phong,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1053,Phường 1,Tỉnh Tiền Giang,Thị xã Cai Lậy,phuong_1,tinh_tien_giang,2847,28435,Phường Mỹ Phước Tây,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1054,Phường 3,Tỉnh Tiền Giang,Thị xã Cai Lậy,phuong_3,tinh_tien_giang,2847,28435,Phường Mỹ Phước Tây,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1055,Xã Mỹ Hạnh Trung,Tỉnh Tiền Giang,Thị xã Cai Lậy,xa_my_hanh_trung,tinh_tien_giang,2847,28435,Phường Mỹ Phước Tây,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1056,Xã Mỹ Phước Tây,Tỉnh Tiền Giang,Thị xã Cai Lậy,xa_my_phuoc_tay,tinh_tien_giang,2847,28435,Phường Mỹ Phước Tây,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1057,Phường 3,Tỉnh Sóc Trăng,Thị xã Ngã Năm,phuong_3,tinh_soc_trang,3249,31753,Phường Mỹ Quới,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
1058,Xã Mỹ Bình,Tỉnh Sóc Trăng,Thị xã Ngã Năm,xa_my_binh,tinh_soc_trang,3249,31753,Phường Mỹ Quới,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
1059,Xã Mỹ Quới,Tỉnh Sóc Trăng,Thị xã Ngã Năm,xa_my_quoi,tinh_soc_trang,3249,31753,Phường Mỹ Quới,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
1060,Phường 1,Tỉnh Tiền Giang,Thành phố Mỹ Tho,phuong_1,tinh_tien_giang,2828,28261,Phường Mỹ Tho,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1061,Phường 2,Tỉnh Tiền Giang,Thành phố Mỹ Tho,phuong_2,tinh_tien_giang,2828,28261,Phường Mỹ Tho,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1062,Phường Tân Long,Tỉnh Tiền Giang,Thành phố Mỹ Tho,phuong_tan_long,tinh_tien_giang,2828,28261,Phường Mỹ Tho,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1063,Phường Phú Thượng,Thành phố Huế,Quận Thuận Hóa,phuong_phu_thuong,thanh_pho_hue,1829,19930,Phường Mỹ Thượng,Thành phố Huế,Huế,,official,2026-03-31 18:03:24.755263+00
1064,Xã Phú An,Thành phố Huế,Huyện Phú Vang,xa_phu_an,thanh_pho_hue,1829,19930,Phường Mỹ Thượng,Thành phố Huế,Huế,,official,2026-03-31 18:03:24.755263+00
1065,Xã Phú Mỹ,Thành phố Huế,Huyện Phú Vang,xa_phu_my,thanh_pho_hue,1829,19930,Phường Mỹ Thượng,Thành phố Huế,Huế,,official,2026-03-31 18:03:24.755263+00
1066,Phường Mỹ Thạnh,Tỉnh An Giang,Thành phố Long Xuyên,phuong_my_thanh,tinh_an_giang,3054,30301,Phường Mỹ Thới,An Giang,An Giang,,official,2026-03-31 18:03:24.755263+00
1067,Phường Mỹ Thới,Tỉnh An Giang,Thành phố Long Xuyên,phuong_my_thoi,tinh_an_giang,3054,30301,Phường Mỹ Thới,An Giang,An Giang,,official,2026-03-31 18:03:24.755263+00
1068,Phường Mỹ Phú,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,phuong_my_phu,tinh_dong_thap,3010,29888,Phường Mỹ Trà,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1069,Xã Mỹ Trà,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,xa_my_tra,tinh_dong_thap,3010,29888,Phường Mỹ Trà,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1070,Xã Nhị Mỹ,Tỉnh Đồng Tháp,Huyện Cao Lãnh,xa_nhi_my,tinh_dong_thap,3010,29888,Phường Mỹ Trà,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1071,Xã An Bình,Tỉnh Đồng Tháp,Huyện Cao Lãnh,xa_an_binh,tinh_dong_thap,3010,29888,Phường Mỹ Trà,Đồng Tháp,Đồng Tháp,,official,2026-03-31 18:03:24.755263+00
1072,Phường 10,Tỉnh Sóc Trăng,Thành phố Sóc Trăng,phuong_10,tinh_soc_trang,3240,31684,Phường Mỹ Xuyên,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
1073,Thị trấn Mỹ Xuyên,Tỉnh Sóc Trăng,Huyện Mỹ Xuyên,thi_tran_my_xuyen,tinh_soc_trang,3240,31684,Phường Mỹ Xuyên,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
1074,Xã Đại Tâm,Tỉnh Sóc Trăng,Huyện Mỹ Xuyên,xa_dai_tam,tinh_soc_trang,3240,31684,Phường Mỹ Xuyên,Thành phố Cần Thơ,Cần Thơ,,official,2026-03-31 18:03:24.755263+00
1075,Xã Minh Bảo,Tỉnh Yên Bái,Thành phố Yên Bái,xa_minh_bao,tinh_yen_bai,486,04273,Phường Nam Cường,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1076,Xã Tuy Lộc,Tỉnh Yên Bái,Thành phố Yên Bái,xa_tuy_loc,tinh_yen_bai,486,04273,Phường Nam Cường,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1077,Phường Nam Cường,Tỉnh Yên Bái,Thành phố Yên Bái,phuong_nam_cuong,tinh_yen_bai,486,04273,Phường Nam Cường,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1078,Xã Cường Thịnh,Tỉnh Yên Bái,Huyện Trấn Yên,xa_cuong_thinh,tinh_yen_bai,486,04273,Phường Nam Cường,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1079,Phường Nghĩa Phú,Tỉnh Đắk Nông,Thành phố Gia Nghĩa,phuong_nghia_phu,tinh_dak_nong,2390,24615,Phường Nam Gia Nghĩa,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
1080,Phường Nghĩa Tân,Tỉnh Đắk Nông,Thành phố Gia Nghĩa,phuong_nghia_tan,tinh_dak_nong,2390,24615,Phường Nam Gia Nghĩa,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
1081,Xã Đăk R\\'Moan,Tỉnh Đắk Nông,Thành phố Gia Nghĩa,xa_dak_r\\'moan,tinh_dak_nong,2390,24615,Phường Nam Gia Nghĩa,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
1082,Phường Ninh Phong,Tỉnh Ninh Bình,Thành phố Hoa Lư,phuong_ninh_phong,tinh_ninh_binh,1331,14359,Phường Nam Hoa Lư,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1083,Phường Ninh Sơn,Tỉnh Ninh Bình,Thành phố Hoa Lư,phuong_ninh_son,tinh_ninh_binh,1331,14359,Phường Nam Hoa Lư,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1084,Xã Ninh Vân,Tỉnh Ninh Bình,Thành phố Hoa Lư,xa_ninh_van,tinh_ninh_binh,1331,14359,Phường Nam Hoa Lư,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1085,Xã Ninh An,Tỉnh Ninh Bình,Thành phố Hoa Lư,xa_ninh_an,tinh_ninh_binh,1331,14359,Phường Nam Hoa Lư,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1086,Xã Ninh Hải,Tỉnh Ninh Bình,Thành phố Hoa Lư,xa_ninh_hai,tinh_ninh_binh,1331,14359,Phường Nam Hoa Lư,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1087,Phường Nam Hồng,Tỉnh Hà Tĩnh,Thị xã Hồng Lĩnh,phuong_nam_hong,tinh_ha_tinh,1668,18118,Phường Nam Hồng Lĩnh,Hà Tĩnh,Hà Tĩnh,,official,2026-03-31 18:03:24.755263+00
1088,Phường Đậu Liêu,Tỉnh Hà Tĩnh,Thị xã Hồng Lĩnh,phuong_dau_lieu,tinh_ha_tinh,1668,18118,Phường Nam Hồng Lĩnh,Hà Tĩnh,Hà Tĩnh,,official,2026-03-31 18:03:24.755263+00
1089,Xã Thuận Lộc,Tỉnh Hà Tĩnh,Thị xã Hồng Lĩnh,xa_thuan_loc,tinh_ha_tinh,1668,18118,Phường Nam Hồng Lĩnh,Hà Tĩnh,Hà Tĩnh,,official,2026-03-31 18:03:24.755263+00
1090,Phường Phước Hải,Tỉnh Khánh Hòa,Thành phố Nha Trang,phuong_phuoc_hai,tinh_khanh_hoa,2097,22402,Phường Nam Nha Trang,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
1091,Phường Phước Long,Tỉnh Khánh Hòa,Thành phố Nha Trang,phuong_phuoc_long,tinh_khanh_hoa,2097,22402,Phường Nam Nha Trang,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
1092,Phường Vĩnh Trường,Tỉnh Khánh Hòa,Thành phố Nha Trang,phuong_vinh_truong,tinh_khanh_hoa,2097,22402,Phường Nam Nha Trang,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
1093,Xã Vĩnh Thái,Tỉnh Khánh Hòa,Thành phố Nha Trang,xa_vinh_thai,tinh_khanh_hoa,2097,22402,Phường Nam Nha Trang,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
1094,Xã Phước Đồng,Tỉnh Khánh Hòa,Thành phố Nha Trang,xa_phuoc_dong,tinh_khanh_hoa,2097,22402,Phường Nam Nha Trang,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
1095,Phường Vân Dương,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,phuong_van_duong,tinh_bac_ninh,932,09286,Phường Nam Sơn,Bắc Ninh,Bắc Ninh,,official,2026-03-31 18:03:24.755263+00
1096,Phường Nam Sơn,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,phuong_nam_son,tinh_bac_ninh,932,09286,Phường Nam Sơn,Bắc Ninh,Bắc Ninh,,official,2026-03-31 18:03:24.755263+00
1097,Phường Quảng Vinh,Tỉnh Thanh Hóa,Thành phố Sầm Sơn,phuong_quang_vinh,tinh_thanh_hoa,1519,16516,Phường Nam Sầm Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1098,Xã Đại Hùng,Tỉnh Thanh Hóa,Thành phố Sầm Sơn,xa_dai_hung,tinh_thanh_hoa,1519,16516,Phường Nam Sầm Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1099,Xã Quảng Minh,Tỉnh Thanh Hóa,Thành phố Sầm Sơn,xa_quang_minh,tinh_thanh_hoa,1519,16516,Phường Nam Sầm Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1100,Xã Quảng Giao,Tỉnh Thanh Hóa,Huyện Quảng Xương,xa_quang_giao,tinh_thanh_hoa,1519,16516,Phường Nam Sầm Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1101,Phường Nam Triệu Giang,Thành phố Hải Phòng,Thành phố Thuỷ Nguyên,phuong_nam_trieu_giang,thanh_pho_hai_phong,1101,11542,Phường Nam Triệu,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1102,Phường Lập Lễ,Thành phố Hải Phòng,Thành phố Thuỷ Nguyên,phuong_lap_le,thanh_pho_hai_phong,1101,11542,Phường Nam Triệu,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1103,Phường Tam Hưng,Thành phố Hải Phòng,Thành phố Thuỷ Nguyên,phuong_tam_hung,thanh_pho_hai_phong,1101,11542,Phường Nam Triệu,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1104,Phường 2,Tỉnh Quảng Trị,Thành phố Đông Hà,phuong_2,tinh_quang_tri,1776,19351,Phường Nam Đông Hà,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
1105,Phường 5,Tỉnh Quảng Trị,Thành phố Đông Hà,phuong_5,tinh_quang_tri,1776,19351,Phường Nam Đông Hà,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
1106,Phường Đông Lễ,Tỉnh Quảng Trị,Thành phố Đông Hà,phuong_dong_le,tinh_quang_tri,1776,19351,Phường Nam Đông Hà,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
1107,Phường Đông Lương,Tỉnh Quảng Trị,Thành phố Đông Hà,phuong_dong_luong,tinh_quang_tri,1776,19351,Phường Nam Đông Hà,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
1108,Phường Quang Trung,Tỉnh Nam Định,Thành phố Nam Định,phuong_quang_trung,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1109,Phường Vị Xuyên,Tỉnh Nam Định,Thành phố Nam Định,phuong_vi_xuyen,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1110,Phường Lộc Vượng,Tỉnh Nam Định,Thành phố Nam Định,phuong_loc_vuong,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1111,Phường Cửa Bắc,Tỉnh Nam Định,Thành phố Nam Định,phuong_cua_bac,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1112,Phường Trần Hưng Đạo,Tỉnh Nam Định,Thành phố Nam Định,phuong_tran_hung_dao,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1113,Phường Năng Tĩnh,Tỉnh Nam Định,Thành phố Nam Định,phuong_nang_tinh,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1114,Phường Cửa Nam,Tỉnh Nam Định,Thành phố Nam Định,phuong_cua_nam,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1115,Xã Mỹ Phúc,Tỉnh Nam Định,Thành phố Nam Định,xa_my_phuc,tinh_nam_dinh,1273,13669,Phường Nam Định,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1116,Phường Bàng La,Thành phố Hải Phòng,Quận Đồ Sơn,phuong_bang_la,thanh_pho_hai_phong,1119,11737,Phường Nam Đồ Sơn,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1117,Phường Hợp Đức,Thành phố Hải Phòng,Quận Đồ Sơn,phuong_hop_duc,thanh_pho_hai_phong,1119,11737,Phường Nam Đồ Sơn,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1118,Phường Minh Đức,Thành phố Hải Phòng,Quận Đồ Sơn,phuong_minh_duc,thanh_pho_hai_phong,1119,11737,Phường Nam Đồ Sơn,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1119,Phường Nam Đồng,Tỉnh Hải Dương,Thành phố Hải Dương,phuong_nam_dong,tinh_hai_duong,1052,10837,Phường Nam Đồng,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1120,Xã Tiền Tiến,Tỉnh Hải Dương,Thành phố Hải Dương,xa_tien_tien,tinh_hai_duong,1052,10837,Phường Nam Đồng,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1121,Phường Hải Thượng,Tỉnh Thanh Hóa,Thị xã Nghi Sơn,phuong_hai_thuong,tinh_thanh_hoa,1534,16654,Phường Nghi Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1122,Xã Hải Hà,Tỉnh Thanh Hóa,Thị xã Nghi Sơn,xa_hai_ha,tinh_thanh_hoa,1534,16654,Phường Nghi Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1123,Xã Nghi Sơn,Tỉnh Thanh Hóa,Thị xã Nghi Sơn,xa_nghi_son,tinh_thanh_hoa,1534,16654,Phường Nghi Sơn,Thanh Hóa,Thanh Hóa,,official,2026-03-31 18:03:24.755263+00
1124,Phường Tân An,Tỉnh Yên Bái,Thị xã Nghĩa Lộ,phuong_tan_an,tinh_yen_bai,488,04288,Phường Nghĩa Lộ,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1125,Phường Pú Trạng,Tỉnh Yên Bái,Thị xã Nghĩa Lộ,phuong_pu_trang,tinh_yen_bai,488,04288,Phường Nghĩa Lộ,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1126,Xã Nghĩa An,Tỉnh Yên Bái,Thị xã Nghĩa Lộ,xa_nghia_an,tinh_yen_bai,488,04288,Phường Nghĩa Lộ,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1127,Xã Nghĩa Sơn,Tỉnh Yên Bái,Huyện Văn Chấn,xa_nghia_son,tinh_yen_bai,488,04288,Phường Nghĩa Lộ,Lào Cai,Lào Cai,,official,2026-03-31 18:03:24.755263+00
1128,Phường Lê Hồng Phong,Tỉnh Quảng Ngãi,Thành phố Quảng Ngãi,phuong_le_hong_phong,tinh_quang_ngai,1947,21028,Phường Nghĩa Lộ,Quảng Ngãi,Quảng Ngãi,,official,2026-03-31 18:03:24.755263+00
1129,Phường Trần Phú,Tỉnh Quảng Ngãi,Thành phố Quảng Ngãi,phuong_tran_phu,tinh_quang_ngai,1947,21028,Phường Nghĩa Lộ,Quảng Ngãi,Quảng Ngãi,,official,2026-03-31 18:03:24.755263+00
1130,Phường Quảng Phú,Tỉnh Quảng Ngãi,Thành phố Quảng Ngãi,phuong_quang_phu,tinh_quang_ngai,1947,21028,Phường Nghĩa Lộ,Quảng Ngãi,Quảng Ngãi,,official,2026-03-31 18:03:24.755263+00
1131,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Thành phố Quảng Ngãi,phuong_nghia_lo,tinh_quang_ngai,1947,21028,Phường Nghĩa Lộ,Quảng Ngãi,Quảng Ngãi,,official,2026-03-31 18:03:24.755263+00
1132,Phường Nghĩa Tân,Thành phố Hà Nội,Quận Cầu Giấy,phuong_nghia_tan,thanh_pho_ha_noi,13,00160,Phường Nghĩa Đô,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
1133,Phường Nghĩa Đô,Thành phố Hà Nội,Quận Cầu Giấy,phuong_nghia_do,thanh_pho_ha_noi,13,00160,Phường Nghĩa Đô,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
1134,Phường Quan Hoa,Thành phố Hà Nội,Quận Cầu Giấy,phuong_quan_hoa,thanh_pho_ha_noi,13,00160,Phường Nghĩa Đô,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
1135,Phường Cổ Nhuế 1,Thành phố Hà Nội,Quận Bắc Từ Liêm,phuong_co_nhue_1,thanh_pho_ha_noi,13,00160,Phường Nghĩa Đô,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
1136,Phường Bến Tắm,Tỉnh Hải Dương,Thành phố Chí Linh,phuong_ben_tam,tinh_hai_duong,1029,10552,Phường Nguyễn Trãi,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1137,Xã Bắc An,Tỉnh Hải Dương,Thành phố Chí Linh,xa_bac_an,tinh_hai_duong,1029,10552,Phường Nguyễn Trãi,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1138,Xã Hoàng Hoa Thám,Tỉnh Hải Dương,Thành phố Chí Linh,xa_hoang_hoa_tham,tinh_hai_duong,1029,10552,Phường Nguyễn Trãi,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1139,Xã Nguyễn Úy,Tỉnh Hà Nam,Thị xã Kim Bảng,xa_nguyen_uy,tinh_ha_nam,1251,13396,Phường Nguyễn Úy,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1140,Phường Tượng Lĩnh,Tỉnh Hà Nam,Thị xã Kim Bảng,phuong_tuong_linh,tinh_ha_nam,1251,13396,Phường Nguyễn Úy,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1141,Phường Tân Sơn,Tỉnh Hà Nam,Thị xã Kim Bảng,phuong_tan_son,tinh_ha_nam,1251,13396,Phường Nguyễn Úy,Ninh Bình,Ninh Bình,,official,2026-03-31 18:03:24.755263+00
1142,Phường Thái Thịnh,Tỉnh Hải Dương,Thị xã Kinh Môn,phuong_thai_thinh,tinh_hai_duong,1045,10744,Phường Nguyễn Đại Năng,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1143,Phường Hiến Thành,Tỉnh Hải Dương,Thị xã Kinh Môn,phuong_hien_thanh,tinh_hai_duong,1045,10744,Phường Nguyễn Đại Năng,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1144,Xã Minh Hòa,Tỉnh Hải Dương,Thị xã Kinh Môn,xa_minh_hoa,tinh_hai_duong,1045,10744,Phường Nguyễn Đại Năng,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
1145,Phường 7,Tỉnh Trà Vinh,Thành phố Trà Vinh,phuong_7,tinh_tra_vinh,2933,29254,Phường Nguyệt Hóa,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
1146,Phường 8,Tỉnh Trà Vinh,Thành phố Trà Vinh,phuong_8,tinh_tra_vinh,2933,29254,Phường Nguyệt Hóa,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
1147,Xã Nguyệt Hóa,Tỉnh Trà Vinh,Huyện Châu Thành,xa_nguyet_hoa,tinh_tra_vinh,2933,29254,Phường Nguyệt Hóa,Vĩnh Long,Vĩnh Long,,official,2026-03-31 18:03:24.755263+00
